company_id,company_name,period,profitability_score,growth_score,cashflow_score,leverage_score,efficiency_score,overall_score,rating,remarks
PIDILITIND,,Mar 2013,75.68,,,85.0,,78.79,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
PIDILITIND,,Mar 2014,73.05,,,85.0,,77.03,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
PIDILITIND,,Mar 2015,72.64,,,85.0,,76.76,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
PIDILITIND,,Mar 2016,80.59,,,85.0,,82.06,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
PIDILITIND,,Mar 2017,74.86,,,85.0,,78.24,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
PIDILITIND,,Mar 2018,77.03,,,85.0,,79.69,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
PIDILITIND,,Mar 2019,72.37,,,85.0,,76.58,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
PIDILITIND,,Mar 2020,75.18,,,85.0,,78.45,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
PIDILITIND,,Mar 2021,70.13,,,85.0,,75.09,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
PIDILITIND,,Mar 2022,68.85,,,85.0,,74.23,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
PIDILITIND,,Mar 2023,67.87,,,85.0,,73.58,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
PIDILITIND,,Mar 2024,70.78,,,85.0,,75.52,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
PNB,,Mar 2013,100.0,,,50.0,,83.33,Strong,Strong profitability with excellent margins and returns on capital; High leverage risk with elevated debt burden and reduced financial flexibility
PNB,,Mar 2014,100.0,,,50.0,,83.33,Strong,Strong profitability with excellent margins and returns on capital; High leverage risk with elevated debt burden and reduced financial flexibility
PNB,,Mar 2015,100.0,,,50.0,,83.33,Strong,Strong profitability with excellent margins and returns on capital; High leverage risk with elevated debt burden and reduced financial flexibility
PNB,,Mar 2016,0.0,,,50.0,,16.67,Distressed,Poor profitability with significant losses and negative returns; High leverage risk with elevated debt burden and reduced financial flexibility
PNB,,Mar 2017,72.21,,,50.0,,64.81,Healthy,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
PNB,,Mar 2018,0.0,,,50.0,,16.67,Distressed,Poor profitability with significant losses and negative returns; High leverage risk with elevated debt burden and reduced financial flexibility
PNB,,Mar 2019,0.0,,,50.0,,16.67,Distressed,Poor profitability with significant losses and negative returns; High leverage risk with elevated debt burden and reduced financial flexibility
PNB,,Mar 2020,56.1,,,50.0,,54.07,Moderate,Moderate profitability with average margin profile; High leverage risk with elevated debt burden and reduced financial flexibility
PNB,,Mar 2021,80.39,,,50.0,,70.26,Healthy,Strong profitability with excellent margins and returns on capital; High leverage risk with elevated debt burden and reduced financial flexibility
PNB,,Mar 2022,89.87,,,50.0,,76.58,Strong,Strong profitability with excellent margins and returns on capital; High leverage risk with elevated debt burden and reduced financial flexibility
PNB,,Mar 2023,80.67,,,60.0,,73.78,Healthy,Strong profitability with excellent margins and returns on capital; Manageable debt levels with adequate interest coverage
PNB,,Mar 2024,100.0,,,60.0,,86.67,Strong,Strong profitability with excellent margins and returns on capital; Manageable debt levels with adequate interest coverage
POWERGRID,,Mar 2013,66.34,,,60.0,,64.23,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
POWERGRID,,Mar 2014,63.11,,,60.0,,62.07,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
POWERGRID,,Mar 2015,63.13,,,60.0,,62.09,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
POWERGRID,,Mar 2016,63.55,,,60.0,,62.37,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
POWERGRID,,Mar 2017,64.94,,,60.0,,63.29,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
POWERGRID,,Mar 2018,65.07,,,60.0,,63.38,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
POWERGRID,,Mar 2019,66.98,,,60.0,,64.65,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
POWERGRID,,Mar 2020,67.09,,,60.0,,64.73,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
POWERGRID,,Mar 2021,67.21,,,60.0,,64.81,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
POWERGRID,,Mar 2022,72.07,,,70.0,,71.38,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
POWERGRID,,Mar 2023,68.57,,,70.0,,69.05,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
POWERGRID,,Mar 2024,67.87,,,70.0,,68.58,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
RECLTD,,Mar 2013,71.87,,,50.0,,64.58,Healthy,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
RECLTD,,Mar 2014,72.79,,,50.0,,65.19,Healthy,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
RECLTD,,Mar 2015,71.31,,,50.0,,64.21,Healthy,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
RECLTD,,Mar 2016,69.7,,,50.0,,63.13,Healthy,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
RECLTD,,Mar 2017,68.75,,,60.0,,65.83,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
RECLTD,,Mar 2018,63.66,,,50.0,,59.11,Moderate,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
RECLTD,,Mar 2019,66.62,,,50.0,,61.08,Healthy,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
RECLTD,,Mar 2020,64.05,,,50.0,,59.37,Moderate,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
RECLTD,,Mar 2021,69.14,,,50.0,,62.76,Healthy,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
RECLTD,,Mar 2022,69.56,,,50.0,,63.04,Healthy,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
RECLTD,,Mar 2023,69.21,,,50.0,,62.81,Healthy,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
RECLTD,,Mar 2024,70.4,,,50.0,,63.6,Healthy,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
RELIANCE,,Mar 2013,61.47,,,85.0,,69.31,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
RELIANCE,,Mar 2014,61.35,,,85.0,,69.23,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
RELIANCE,,Mar 2015,60.82,,,85.0,,68.88,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
RELIANCE,,Mar 2016,62.9,,,85.0,,70.27,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
RELIANCE,,Mar 2017,61.31,,,85.0,,69.21,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
RELIANCE,,Mar 2018,62.29,,,85.0,,69.86,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
RELIANCE,,Mar 2019,60.29,,,85.0,,68.53,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
RELIANCE,,Mar 2020,58.88,,,85.0,,67.59,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
RELIANCE,,Mar 2021,57.68,,,85.0,,66.79,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
RELIANCE,,Mar 2022,58.7,,,85.0,,67.47,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
RELIANCE,,Mar 2023,60.35,,,85.0,,68.57,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
RELIANCE,,Mar 2024,59.96,,,85.0,,68.31,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
SBILIFE,,Mar 2013,73.03,,,90.0,,78.69,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
SBILIFE,,Mar 2014,71.69,,,90.0,,77.79,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
SBILIFE,,Mar 2015,70.09,,,90.0,,76.73,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
SBILIFE,,Mar 2016,67.83,,,90.0,,75.22,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
SBILIFE,,Mar 2017,67.2,,,90.0,,74.8,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
SBILIFE,,Mar 2018,67.62,,,90.0,,75.08,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
SBILIFE,,Mar 2019,67.52,,,90.0,,75.01,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
SBILIFE,,Mar 2020,66.26,,,90.0,,74.17,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
SBILIFE,,Mar 2021,64.0,,,90.0,,72.67,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
SBILIFE,,Mar 2022,62.96,,,90.0,,71.97,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
SBILIFE,,Mar 2023,63.22,,,90.0,,72.15,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
SBILIFE,,Mar 2024,62.7,,,90.0,,71.8,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
SHREECEM,,Jun 2013,76.12,,,85.0,,79.08,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
SHREECEM,,Jun 2014,66.71,,,85.0,,72.81,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
SHREECEM,,Jun 2015,58.07,,,85.0,,67.05,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
SHREECEM,,Mar 2017,67.39,,,85.0,,73.26,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
SHREECEM,,Mar 2018,65.56,,,85.0,,72.04,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
SHREECEM,,Mar 2019,60.5,,,85.0,,68.67,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
SHREECEM,,Mar 2020,61.72,,,85.0,,69.48,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
SHREECEM,,Mar 2021,65.18,,,85.0,,71.79,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
SHREECEM,,Mar 2022,57.27,,,85.0,,66.51,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
SHREECEM,,Mar 2023,62.71,,,85.0,,70.14,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
SHREECEM,,Mar 2024,58.37,,,85.0,,67.25,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
SHRIRAMFIN,,Mar 2013,69.94,,,60.0,,66.63,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
SHRIRAMFIN,,Mar 2014,65.96,,,60.0,,63.97,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
SHRIRAMFIN,,Mar 2015,61.09,,,50.0,,57.39,Moderate,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
SHRIRAMFIN,,Mar 2016,61.64,,,60.0,,61.09,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
SHRIRAMFIN,,Mar 2017,61.17,,,60.0,,60.78,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
SHRIRAMFIN,,Mar 2018,68.62,,,50.0,,62.41,Healthy,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
SHRIRAMFIN,,Mar 2019,66.14,,,50.0,,60.76,Healthy,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
SHRIRAMFIN,,Mar 2020,63.85,,,50.0,,59.23,Moderate,Healthy profitability with good margin retention; High leverage risk with elevated debt burden and reduced financial flexibility
SHRIRAMFIN,,Mar 2021,61.51,,,60.0,,61.01,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
SHRIRAMFIN,,Mar 2022,60.43,,,60.0,,60.29,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
SHRIRAMFIN,,Mar 2023,63.84,,,60.0,,62.56,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
SHRIRAMFIN,,Mar 2024,65.12,,,60.0,,63.41,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
SIEMENS,,Sep 2011,72.75,,,90.0,,78.5,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
SIEMENS,,Sep 2014,63.78,,,90.0,,72.52,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
SIEMENS,,Sep 2015,72.94,,,85.0,,76.96,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
SIEMENS,,Sep 2016,92.83,,,85.0,,90.22,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
SIEMENS,,Sep 2017,64.79,,,90.0,,73.19,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
SIEMENS,,Sep 2018,60.86,,,90.0,,70.57,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
SIEMENS,,Sep 2019,62.14,,,90.0,,71.43,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
SIEMENS,,Sep 2020,58.1,,,90.0,,68.73,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
SIEMENS,,Sep 2021,60.52,,,85.0,,68.68,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
SIEMENS,,Sep 2022,63.29,,,85.0,,70.53,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
SIEMENS,,Sep 2023,64.99,,,85.0,,71.66,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
SIEMENS,,Sep 2024,67.7,,,85.0,,73.47,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
SUNPHARMA,,Mar 2013,73.14,,,85.0,,77.09,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
SUNPHARMA,,Mar 2014,70.94,,,85.0,,75.63,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
SUNPHARMA,,Mar 2015,71.36,,,85.0,,75.91,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
SUNPHARMA,,Mar 2016,67.15,,,85.0,,73.1,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
SUNPHARMA,,Mar 2017,71.41,,,85.0,,75.94,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
SUNPHARMA,,Mar 2018,56.63,,,85.0,,66.09,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
SUNPHARMA,,Mar 2019,57.75,,,85.0,,66.83,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
SUNPHARMA,,Mar 2020,59.22,,,85.0,,67.81,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
SUNPHARMA,,Mar 2021,54.89,,,85.0,,64.93,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
SUNPHARMA,,Mar 2022,57.06,,,85.0,,66.37,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
SUNPHARMA,,Mar 2023,65.2,,,85.0,,71.8,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
SUNPHARMA,,Mar 2024,65.09,,,85.0,,71.73,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
TATACONSUM,,Mar 2013,59.25,,,85.0,,67.83,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
TATACONSUM,,Mar 2014,58.72,,,85.0,,67.48,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
TATACONSUM,,Mar 2015,54.97,,,85.0,,64.98,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
TATACONSUM,,Mar 2016,49.41,,,85.0,,61.27,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
TATACONSUM,,Mar 2017,57.26,,,85.0,,66.51,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
TATACONSUM,,Mar 2018,57.91,,,85.0,,66.94,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
TATACONSUM,,Mar 2019,56.23,,,85.0,,65.82,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
TATACONSUM,,Mar 2020,53.33,,,85.0,,63.89,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
TATACONSUM,,Mar 2021,56.4,,,85.0,,65.93,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
TATACONSUM,,Mar 2022,56.7,,,85.0,,66.13,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
TATACONSUM,,Mar 2023,58.11,,,85.0,,67.07,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
TATACONSUM,,Mar 2024,57.57,,,85.0,,66.71,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
TATAMOTORS,,Mar 2013,76.51,,,70.0,,74.34,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
TATAMOTORS,,Mar 2014,71.42,,,85.0,,75.95,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
TATAMOTORS,,Mar 2015,75.01,,,70.0,,73.34,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
TATAMOTORS,,Mar 2016,64.79,,,85.0,,71.53,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
TATAMOTORS,,Mar 2017,63.02,,,70.0,,65.35,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
TATAMOTORS,,Mar 2018,59.53,,,85.0,,68.02,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
TATAMOTORS,,Mar 2019,2.27,,,70.0,,24.85,Distressed,Poor profitability with significant losses and negative returns; Manageable debt levels with adequate interest coverage
TATAMOTORS,,Mar 2020,31.02,,,70.0,,44.01,Weak,Weak profitability with declining margins; Manageable debt levels with adequate interest coverage
TATAMOTORS,,Mar 2021,25.75,,,60.0,,37.17,Weak,Weak profitability with declining margins; Manageable debt levels with adequate interest coverage
TATAMOTORS,,Mar 2022,24.62,,,60.0,,36.41,Weak,Weak profitability with declining margins; Manageable debt levels with adequate interest coverage
TATAMOTORS,,Mar 2023,55.94,,,60.0,,57.29,Moderate,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
TATAMOTORS,,Mar 2024,87.46,,,70.0,,81.64,Strong,Strong profitability with excellent margins and returns on capital; Manageable debt levels with adequate interest coverage
TATAPOWER,,Mar 2013,51.0,,,60.0,,54.0,Moderate,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
TATAPOWER,,Mar 2014,50.1,,,60.0,,53.4,Moderate,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
TATAPOWER,,Mar 2015,53.19,,,60.0,,55.46,Moderate,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
TATAPOWER,,Mar 2016,56.76,,,60.0,,57.84,Moderate,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
TATAPOWER,,Mar 2017,58.32,,,60.0,,58.88,Moderate,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
TATAPOWER,,Mar 2018,65.92,,,60.0,,63.95,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
TATAPOWER,,Mar 2019,64.24,,,60.0,,62.83,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
TATAPOWER,,Mar 2020,56.73,,,60.0,,57.82,Moderate,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
TATAPOWER,,Mar 2021,56.45,,,60.0,,57.63,Moderate,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
TATAPOWER,,Mar 2022,59.61,,,60.0,,59.74,Moderate,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
TATAPOWER,,Mar 2023,63.23,,,70.0,,65.49,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
TATAPOWER,,Mar 2024,63.23,,,70.0,,65.49,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
TATASTEEL,,Mar 2013,28.72,,,60.0,,39.15,Weak,Weak profitability with declining margins; Manageable debt levels with adequate interest coverage
TATASTEEL,,Mar 2014,59.04,,,60.0,,59.36,Moderate,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
TATASTEEL,,Mar 2015,37.44,,,60.0,,44.96,Weak,Weak profitability with declining margins; Manageable debt levels with adequate interest coverage
TATASTEEL,,Mar 2016,48.86,,,70.0,,55.91,Moderate,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
TATASTEEL,,Mar 2017,38.98,,,60.0,,45.99,Moderate,Weak profitability with declining margins; Manageable debt levels with adequate interest coverage
TATASTEEL,,Mar 2018,79.15,,,70.0,,76.1,Strong,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
TATASTEEL,,Mar 2019,63.23,,,70.0,,65.49,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
TATASTEEL,,Mar 2020,51.6,,,70.0,,57.73,Moderate,Moderate profitability with average margin profile; Manageable debt levels with adequate interest coverage
TATASTEEL,,Mar 2021,61.03,,,70.0,,64.02,Healthy,Healthy profitability with good margin retention; Manageable debt levels with adequate interest coverage
TATASTEEL,,Mar 2022,86.48,,,85.0,,85.99,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
TATASTEEL,,Mar 2023,57.83,,,85.0,,66.89,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
TATASTEEL,,Mar 2024,44.67,,,85.0,,58.11,Moderate,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
TCS,,Mar 2013,86.52,,,85.0,,86.01,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
TCS,,Mar 2014,89.3,,,85.0,,87.87,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
TCS,,Mar 2015,89.62,,,85.0,,88.08,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
TCS,,Mar 2016,84.24,,,85.0,,84.49,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
TCS,,Mar 2017,80.57,,,85.0,,82.05,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
TCS,,Mar 2018,80.4,,,85.0,,81.93,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
TCS,,Mar 2019,85.29,,,85.0,,85.19,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
TCS,,Mar 2020,88.57,,,85.0,,87.38,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
TCS,,Mar 2021,87.67,,,85.0,,86.78,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
TCS,,Mar 2022,93.13,,,85.0,,90.42,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
TCS,,Mar 2023,96.78,,,85.0,,92.85,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
TCS,,Mar 2024,100.0,,,85.0,,95.0,Excellent,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
TECHM,,Mar 2013,74.09,,,85.0,,77.73,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
TECHM,,Mar 2014,83.35,,,85.0,,83.9,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
TECHM,,Mar 2015,71.71,,,85.0,,76.14,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
TECHM,,Mar 2016,70.75,,,85.0,,75.5,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
TECHM,,Mar 2017,67.35,,,85.0,,73.23,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
TECHM,,Mar 2018,70.09,,,85.0,,75.06,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
TECHM,,Mar 2019,71.14,,,85.0,,75.76,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
TECHM,,Mar 2020,67.87,,,85.0,,73.58,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
TECHM,,Mar 2021,67.51,,,85.0,,73.34,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
TECHM,,Mar 2022,70.94,,,85.0,,75.63,Strong,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
TECHM,,Mar 2023,67.39,,,85.0,,73.26,Healthy,Healthy profitability with good margin retention; Low leverage with strong debt servicing capacity and conservative capital structure
TECHM,,Mar 2024,58.99,,,85.0,,67.66,Healthy,Moderate profitability with average margin profile; Low leverage with strong debt servicing capacity and conservative capital structure
TITAN,,Mar 2013,86.8,,,90.0,,87.87,Strong,Strong profitability with excellent margins and returns on capital; Low leverage with strong debt servicing capacity and conservative capital structure
